,p_name,p_address,p_rating,p_category,p_tag,p_review,p_url
940,탑코인동전노래연습장,울산 북구 매곡1로 4-18 2층,5,코인노래방,['#제로페이'],./kakao_reviews/울산 코인노래방/탑코인동전노래연습장.csv,https://place.map.kakao.com/227956164
941,원코인노래연습장,울산 남구 대공원입구로 1 지하1층,0,코인노래방,['#제로페이'],리뷰 없음,https://place.map.kakao.com/637173577
942,세븐스타코인노래연습장,울산 남구 월평로 58 3층,5,코인노래방,태그 없음,./kakao_reviews/울산 코인노래방/세븐스타코인노래연습장.csv,https://place.map.kakao.com/127850370
943,또또2 동전노래연습장,울산 남구 삼산중로74번길 28,0,코인노래방,태그 없음,리뷰 없음,https://place.map.kakao.com/95374895
944,K팝스타코인노래연습장 언양점,울산 울주군 삼남읍 교동로 103 1층,0,코인노래방,태그 없음,리뷰 없음,https://place.map.kakao.com/1069683837
945,케이팝 동전노래연습장,울산 남구 삼산중로74번길 22,2.3,코인노래방,태그 없음,./kakao_reviews/울산 코인노래방/케이팝 동전노래연습장.csv,https://place.map.kakao.com/1959962996
946,케이팝스타코인노래연습장,울산 울주군 온양읍 온양로 153,0,코인노래방,태그 없음,리뷰 없음,https://place.map.kakao.com/1669573105
947,Q카펠라코인노래연습장 클럽부스전국1호점,울산 남구 신복로 22,0,코인노래방,['#제로페이'],리뷰 없음,https://place.map.kakao.com/1480921232
948,아젤란리조트,울산 울주군 상북면 덕현남천길 7,4,"콘도,리조트","['#무료야영장', '#물놀이', '#야영장', '#오토캠핑', '#카라반', '#캠핑장']",./kakao_reviews/울산 숙소/아젤란리조트.csv,https://place.map.kakao.com/19880023
949,SM리조트,울산 울주군 상북면 알프스온천1길 123,5,"콘도,리조트","['#MT펜션', '#물놀이', '#바베큐장', '#워크샵']",./kakao_reviews/울산 숙소/SM리조트.csv,https://place.map.kakao.com/13144410
950,SM리조트,울산 울주군 상북면 알프스온천1길 123,5,"콘도,리조트","['#물놀이', '#실외수영장', '#온천호텔', '#제로페이']",./kakao_reviews/울산 숙소/SM리조트.csv,https://place.map.kakao.com/13144410
951,아젤란리조트,울산 울주군 상북면 덕현남천길 7,4,"콘도,리조트","['#글램핑', '#단풍명소', '#물놀이', '#산책로', '#세미나실', '#실외수영장', '#야외결혼식', '#야외테라스', '#연회장', '#온천호텔', '#워크샵', '#잔디마당', '#조식서비스', '#족구장', '#제로페이']",./kakao_reviews/울산 숙소/아젤란리조트.csv,https://place.map.kakao.com/19880023
952,트윙클키즈클럽,울산 동구 문재7길 11 우진임대아파트 2층,0,키즈카페,"['#만화카페', '#제로페이']",리뷰 없음,https://place.map.kakao.com/1992563279
953,동축사삼층석탑,울산 동구 옥류로 93,0,"탑,비석",태그 없음,리뷰 없음,https://place.map.kakao.com/7844703
954,울산대공원 현충탑,울산 남구 신정동 산 158-2,0,"탑,비석",['#걷기좋은'],리뷰 없음,https://place.map.kakao.com/24926114
955,운흥사지부도,울산 울주군 웅촌면 고연리 1691-2,0,"탑,비석",태그 없음,리뷰 없음,https://place.map.kakao.com/12740889
956,청송사지삼층석탑,울산 울주군 청량읍 율리 1420,0,"탑,비석",태그 없음,리뷰 없음,https://place.map.kakao.com/12753824
957,공업탑,울산 남구 신정동 720-4,4.2,"탑,비석",['#나들이'],./kakao_reviews/울산 명소/공업탑.csv,https://place.map.kakao.com/17110902
958,울주망해사지승탑,울산 울주군 청량읍 망해2길 102,5,"탑,비석",태그 없음,./kakao_reviews/울산 명소/울주망해사지승탑.csv,https://place.map.kakao.com/10339603
959,석남사부도,울산 울주군 상북면 석남로 557 석남사,0,"탑,비석",태그 없음,리뷰 없음,https://place.map.kakao.com/8381788
960,온산이주민망향비,울산 울주군 온산읍 화산리 869,0,"탑,비석",태그 없음,리뷰 없음,https://place.map.kakao.com/940701473
961,남산레포츠공원 테니스장,울산 남구 신정동 112-1,0,테니스장,태그 없음,리뷰 없음,https://place.map.kakao.com/17566233
962,성안체육공원 테니스장,울산 중구 함월1길 145,0,테니스장,태그 없음,리뷰 없음,https://place.map.kakao.com/1774407403
963,울산중구문화의거리,울산 중구 옥교동 277-1,5,테마거리,태그 없음,리뷰 없음,https://place.map.kakao.com/23181596
964,청춘고복수길,울산 중구 성남동 346,0,테마거리,태그 없음,리뷰 없음,https://place.map.kakao.com/126891010
965,울산디자인거리,울산 남구 삼산동 1527-1,5,테마거리,태그 없음,./kakao_reviews/울산 명소/울산디자인거리.csv,https://place.map.kakao.com/12264020
966,김유신문화거리,울산 남구 신정동 517,1.7,테마거리,태그 없음,리뷰 없음,https://place.map.kakao.com/1864075862
967,성남동보세거리,울산 중구 성남동,4.5,테마거리,['#물놀이'],리뷰 없음,https://place.map.kakao.com/26843712
968,울산꽃리단길,울산 동구 방어동 1177,2.3,테마거리,태그 없음,./kakao_reviews/울산 명소/울산꽃리단길.csv,https://place.map.kakao.com/2032077983
969,학성동가구전문거리,울산 중구 학성동 207-4,0,테마거리,태그 없음,./kakao_reviews/울산 명소/학성동가구전문거리.csv,https://place.map.kakao.com/18097012
970,언양읍성마을,울산 울주군 언양읍 서부리,0,테마거리,태그 없음,리뷰 없음,https://place.map.kakao.com/210325428
971,바보사거리,울산 남구 대학로94번길 8,4,테마거리,태그 없음,./kakao_reviews/울산 명소/바보사거리.csv,https://place.map.kakao.com/19292107
972,울산웨딩거리,울산 남구 삼산동,0,테마거리,태그 없음,리뷰 없음,https://place.map.kakao.com/1077275518
973,시계탑거리,울산 중구 옥교동 275-15,4,테마거리,태그 없음,./kakao_reviews/울산 명소/시계탑거리.csv,https://place.map.kakao.com/8440943
974,이스케이프탑 울산점,울산 남구 삼산중로74번길 10 5층,4.5,테마카페,"['#데이트코스', '#방탈출카페', '#보드게임카페', '#실내놀거리', '#실내데이트', '#이색데이트', '#이색카페', '#친목모임', '#제로페이']",./kakao_reviews/울산 보드카페/이스케이프탑 울산점.csv,https://place.map.kakao.com/284779798
975,타로알,울산 남구 삼산중로74번길 18 4층,0,테마카페,['#보드게임카페'],리뷰 없음,https://place.map.kakao.com/1407240448
976,트랩코리아 삼산점,울산 남구 삼산중로74번길 6 3층,2.6,테마카페,"['#보드게임카페', '#실내놀거리']",리뷰 없음,https://place.map.kakao.com/27575809
977,코지누크,울산 중구 학성로 52-1 1층,5,테마카페,"['#보드게임카페', '#북카페']",리뷰 없음,https://place.map.kakao.com/235406043
978,제트방탈출카페,울산 중구 젊음의거리 56 2층,1,테마카페,"['#데이트코스', '#방탈출카페', '#실내놀거리', '#실내데이트']",./kakao_reviews/울산 방탈출/제트방탈출카페.csv,https://place.map.kakao.com/1713311920
979,코지누크,울산 중구 학성로 52-1 1층,5,테마카페,"['#데이트코스', '#보드게임카페', '#실내놀거리', '#플라워카페', '#제로페이']",./kakao_reviews/울산 보드카페/코지누크.csv,https://place.map.kakao.com/235406043
980,트랩코리아 삼산점,울산 남구 삼산중로74번길 6 3층,2.6,테마카페,"['#데이트코스', '#방탈출카페', '#보드게임카페', '#실내놀거리', '#이색카페']",./kakao_reviews/울산 보드카페/트랩코리아 삼산점.csv,https://place.map.kakao.com/27575809
981,더코드 울산점,울산 남구 삼산로277번길 6-12 4층,0,테마카페,"['#데이트코스', '#방탈출카페', '#보드게임카페', '#실내놀거리']",리뷰 없음,https://place.map.kakao.com/1206327308
982,트랩코리아 삼산점,울산 남구 삼산중로74번길 6 3층,2.6,테마카페,"['#데이트코스', '#방탈출카페', '#보드게임카페', '#실내놀거리', '#이색카페']",./kakao_reviews/울산 방탈출/트랩코리아 삼산점.csv,https://place.map.kakao.com/27575809
983,이스케이프탑 울산점,울산 남구 삼산중로74번길 10 5층,4.5,테마카페,"['#데이트코스', '#방탈출카페', '#보드게임카페', '#실내놀거리', '#실내데이트', '#이색데이트', '#이색카페', '#친목모임', '#제로페이']",./kakao_reviews/울산 방탈출/이스케이프탑 울산점.csv,https://place.map.kakao.com/284779798
984,롯데꿈동산,울산 남구 삼산로 288 7층,0,테마파크,태그 없음,리뷰 없음,https://place.map.kakao.com/735865257
985,울산대공원,울산 남구 대공원로 94,4.3,테마파크,"['#단풍명소', '#아이와놀자', '#튤립', '#핑크뮬리명소']",./kakao_reviews/울산 명소/울산대공원.csv,https://place.map.kakao.com/8030988
986,울산대공원 메타세쿼이아길,울산 남구 신정동 1723,4.5,테마파크,태그 없음,리뷰 없음,https://place.map.kakao.com/981728487
987,JS오션 호텔앤리조트,울산 북구 산하동 554-3,0,테마파크,태그 없음,리뷰 없음,https://place.map.kakao.com/814687343
988,대왕별아이누리,울산 동구 등대로 100,4.5,테마파크,태그 없음,./kakao_reviews/울산 명소/대왕별아이누리.csv,https://place.map.kakao.com/1878241162
989,울산대공원 키즈테마파크,울산 남구 옥동 산 138,0,테마파크시설,['#단풍명소'],리뷰 없음,https://place.map.kakao.com/275560716
990,롯데호텔 울산,울산 남구 삼산로 282,4.4,특급호텔,"['#2인실', '#곤돌라체험', '#사우나', '#수영장', '#어메니티제공', '#온돌룸', '#조식서비스', '#호캉스']",./kakao_reviews/울산 숙소/롯데호텔 울산.csv,https://place.map.kakao.com/8352252
991,호텔현대바이라한 울산,울산 동구 방어진순환도로 875,3,특급호텔,"['#2인실', '#비즈니스호텔', '#사우나', '#실외수영장', '#어메니티제공', '#조식서비스', '#호캉스']",./kakao_reviews/울산 숙소/호텔현대바이라한 울산.csv,https://place.map.kakao.com/8624277
992,또만나요펜션,울산 울주군 상북면 배내로 1073,0,펜션,"['#글램핑', '#물놀이']",리뷰 없음,https://place.map.kakao.com/20084570
993,선뷰펜션,울산 울주군 서생면 대송길 7-42,5,펜션,['#제로페이'],./kakao_reviews/울산 숙소/선뷰펜션.csv,https://place.map.kakao.com/21932376
994,배내골까꿍펜션,울산 울주군 상북면 배내로 1106,4,펜션,태그 없음,./kakao_reviews/울산 숙소/배내골까꿍펜션.csv,https://place.map.kakao.com/13727193
995,아르떼하우스,울산 울주군 서생면 불안길 30-14,5,펜션,태그 없음,리뷰 없음,https://place.map.kakao.com/1922430467
996,별천지펜션,울산 울주군 상북면 배내로 1380,5,펜션,"['#커플펜션', '#제로페이']",리뷰 없음,https://place.map.kakao.com/27537660
997,브랑누아펜션,울산 울주군 서생면 당물길 26-4,0,펜션,태그 없음,./kakao_reviews/울산 숙소/브랑누아펜션.csv,https://place.map.kakao.com/838887361
998,강동블루마시티 레지던스,울산 북구 강동산하2로 7 블루마시티KCC스위첸 201동,0,펜션,"['#오토캠핑', '#캠핑장']",리뷰 없음,https://place.map.kakao.com/716079254
999,글로리펜션,울산 울주군 상북면 배내대리길 30,4,펜션,태그 없음,리뷰 없음,https://place.map.kakao.com/49015927
1000,오션갤러리펜션,울산 북구 아름1길 40-8,5,펜션,태그 없음,리뷰 없음,https://place.map.kakao.com/14103064
1001,하늘땅별땅펜션,울산 울주군 상북면 배내로 1067,5,펜션,"['#가족펜션', '#독채펜션', '#바베큐장', '#오션뷰', '#온돌룸', '#제로페이']",./kakao_reviews/울산 숙소/하늘땅별땅펜션.csv,https://place.map.kakao.com/17521527
1002,웅지펜션,울산 동구 동해안로 625,5,펜션,태그 없음,리뷰 없음,https://place.map.kakao.com/25429767
1003,애플망고펜션&카라반,울산 울주군 서생면 해맞이로 1349,5,펜션,태그 없음,리뷰 없음,https://place.map.kakao.com/1096218569
1004,스톰윈드풀빌라,울산 동구 주전해안길 214,5,펜션,태그 없음,리뷰 없음,https://place.map.kakao.com/1069309923
1005,소호다락방펜션,울산 울주군 상북면 소호로 509,0,펜션,태그 없음,리뷰 없음,https://place.map.kakao.com/1575833251
1006,진하파도소리펜션,울산 울주군 서생면 진하해변길 72,3,펜션,태그 없음,./kakao_reviews/울산 숙소/진하파도소리펜션.csv,https://place.map.kakao.com/108180468
1007,해오름펜션,울산 북구 아름2길 2,0,펜션,"['#당구대', '#제로페이']",./kakao_reviews/울산 숙소/해오름펜션.csv,https://place.map.kakao.com/13082783
1008,디자인뷰,울산 북구 아름1길 2-1,2,펜션,"['#마운틴뷰', '#실외수영장', '#전망좋은']",리뷰 없음,https://place.map.kakao.com/27440255
1009,K2펜션,울산 북구 동해안로 810,1,펜션,태그 없음,./kakao_reviews/울산 숙소/K2펜션.csv,https://place.map.kakao.com/26494599
1010,그랜드펜션,울산 북구 정자1길 85,0,펜션,['#오션뷰'],./kakao_reviews/울산 숙소/그랜드펜션.csv,https://place.map.kakao.com/26869478
1011,철구소아이온펜션,울산 울주군 상북면 배내로 1203,0,펜션,"['#무인모텔', '#제로페이']",./kakao_reviews/울산 숙소/철구소아이온펜션.csv,https://place.map.kakao.com/781170650
1012,락펜션,울산 북구 화암길 45,0,펜션,"['#가족펜션', '#오션뷰']",./kakao_reviews/울산 숙소/락펜션.csv,https://place.map.kakao.com/21885256
1013,이치방하우스,울산 울주군 상북면 배내로 1197,5,펜션,태그 없음,./kakao_reviews/울산 숙소/이치방하우스.csv,https://place.map.kakao.com/1056684755
1014,로뎀나무펜션,울산 울주군 상북면 배내로 1013-23,0,펜션,"['#독채펜션', '#물놀이', '#바베큐장', '#수상레저', '#수영장펜션', '#어메니티제공', '#오션뷰', '#온수수영장', '#잔디마당', '#조식서비스', '#키즈펜션', '#키즈풀빌라', '#제로페이']",리뷰 없음,https://place.map.kakao.com/505162823
1015,꿈을주는펜션,울산 북구 아름1길 17,5,펜션,태그 없음,./kakao_reviews/울산 숙소/꿈을주는펜션.csv,https://place.map.kakao.com/27119658
1016,우리펜션,울산 울주군 서생면 화산발리로 204,0,펜션,"['#강동레지던스', '#대가족펜션', '#단체여행', '#울산레지던스', '#울산앰배서더']",리뷰 없음,https://place.map.kakao.com/1111761816
1017,이리제펜션,울산 북구 동해안로 772,0,펜션,태그 없음,./kakao_reviews/울산 숙소/이리제펜션.csv,https://place.map.kakao.com/837651197
1018,모비딕펜션,울산 북구 용바위1길 52,0,펜션,"['#가족펜션', '#바베큐장', '#스파펜션', '#야외테라스', '#커플펜션', '#해수욕장펜션']",리뷰 없음,https://place.map.kakao.com/14861762
1019,더시선펜션,울산 울주군 서생면 당물길 59,0,펜션,태그 없음,리뷰 없음,https://place.map.kakao.com/25948554
1020,나사타운,울산 울주군 서생면 해맞이로 1097-15,3.7,펜션,['#제로페이'],./kakao_reviews/울산 숙소/나사타운.csv,https://place.map.kakao.com/25626252
1021,달팽이펜션,울산 울주군 상북면 배내로 1064,0,펜션,태그 없음,./kakao_reviews/울산 숙소/달팽이펜션.csv,https://place.map.kakao.com/20620629
1022,이음펜션,울산 북구 동해안로 928,5,펜션,"['#2인실', '#대형룸', '#세미나실', '#야외테라스', '#어메니티제공', '#온돌룸', '#조식서비스', '#커플룸']",./kakao_reviews/울산 숙소/이음펜션.csv,https://place.map.kakao.com/280551519
1023,메이드스테이,울산 울주군 상북면 소야정길 33-3,5,펜션,태그 없음,./kakao_reviews/울산 숙소/메이드스테이.csv,https://place.map.kakao.com/1012923140
1024,초록언덕펜션,울산 동구 물목길 8-4,0,펜션,"['#가족펜션', '#글램핑', '#바베큐장', '#사우나', '#산책로', '#실외수영장']",리뷰 없음,https://place.map.kakao.com/20171147
1025,등대펜션,울산 북구 신명길 151,0,펜션,['#제로페이'],리뷰 없음,https://place.map.kakao.com/25881742
1026,스페스11,울산 울주군 삼동면 출강2길 313-3,0,펜션,['#제로페이'],./kakao_reviews/울산 숙소/스페스11.csv,https://place.map.kakao.com/2081799497
1027,토마네애견독채펜션,울산 울주군 서생면 해맞이로 1271-36,0,펜션,태그 없음,리뷰 없음,https://place.map.kakao.com/269405258
1028,에이풀하우스,울산 북구 아름1길 42-5,5,펜션,"['#물놀이', '#족구장', '#제로페이']",./kakao_reviews/울산 숙소/에이풀하우스.csv,https://place.map.kakao.com/1385083495
1029,바다의꿈,울산 울주군 서생면 나사해안길 123,5,펜션,태그 없음,./kakao_reviews/울산 숙소/바다의꿈.csv,https://place.map.kakao.com/18390934
1030,케이프풀빌라,울산 울주군 서생면 해맞이로 1271-23,5,펜션,"['#오션뷰', '#제로페이']",리뷰 없음,https://place.map.kakao.com/1547136752
1031,로하스펜션,울산 울주군 상북면 배내로 1061-1,5,펜션,태그 없음,./kakao_reviews/울산 숙소/로하스펜션.csv,https://place.map.kakao.com/12728503
1032,샤인펜션,울산 울주군 상북면 배내로 1101,0,펜션,['#물놀이'],./kakao_reviews/울산 숙소/샤인펜션.csv,https://place.map.kakao.com/25895608
1033,인어바다펜션,울산 북구 우가1길 36,5,펜션,"['#물놀이', '#제로페이']",./kakao_reviews/울산 숙소/인어바다펜션.csv,https://place.map.kakao.com/26624852
1034,장어구이와펜션,울산 동구 고늘로 80-14,0,펜션,"['#등억', '#모텔', '#무인텔', '#신불산', '#호텔', '#무인모텔']",./kakao_reviews/울산 숙소/장어구이와펜션.csv,https://place.map.kakao.com/14515909
1035,리베펜션,울산 울주군 상북면 배내로 1224,5,펜션,"['#2인실', '#가족펜션', '#정자해수욕장']",리뷰 없음,https://place.map.kakao.com/1031097553
1036,라테라스펜션,울산 동구 물목길 8-2,3,펜션,['#제로페이'],./kakao_reviews/울산 숙소/라테라스펜션.csv,https://place.map.kakao.com/26829061
1037,알프스119하우스,울산 울주군 상북면 배내로 1070,2,펜션,"['#가족펜션', '#계곡펜션', '#단체펜션', '#럭셔리펜션', '#물놀이', '#바베큐장', '#애견동반펜션', '#워크샵', '#커플여행', '#커플펜션']",./kakao_reviews/울산 숙소/알프스119하우스.csv,https://place.map.kakao.com/7987309
1038,간절곶등대펜션,울산 울주군 서생면 솔알길 22-12,0,펜션,['#조식서비스'],./kakao_reviews/울산 숙소/간절곶등대펜션.csv,https://place.map.kakao.com/14562243
1039,샌디아온천,울산 울주군 상북면 알프스온천2길 58,4.7,펜션,"['#가족펜션', '#단체룸', '#바다낚시', '#야외테라스', '#오션뷰', '#커플펜션', '#제로페이']",./kakao_reviews/울산 숙소/샌디아온천.csv,https://place.map.kakao.com/10499779
1040,휴펜션,울산 울주군 서생면 해맞이로 895-38,0,펜션,"['#가족펜션', '#물놀이', '#바베큐장', '#수영장펜션', '#실외수영장', '#커플펜션', '#픽업서비스', '#제로페이']",./kakao_reviews/울산 숙소/휴펜션.csv,https://place.map.kakao.com/20225417
1041,까르마레펜션,울산 울주군 서생면 불안길 32-11,5,펜션,태그 없음,리뷰 없음,https://place.map.kakao.com/155782844
1042,산머루산장펜션,울산 울주군 상북면 등억알프스로 579,0,펜션,"['#조식서비스', '#제로페이']",./kakao_reviews/울산 숙소/산머루산장펜션.csv,https://place.map.kakao.com/8399276
1043,인우드펜션형찜질방,울산 울주군 두동면 두동로 721-31,5,펜션,"['#글램핑', '#럭셔리글램핑', '#물놀이', '#캠핑장']",리뷰 없음,https://place.map.kakao.com/752371115
1044,비클래시 울산덕현점,울산 울주군 상북면 덕현남천길 13,5,펜션,"['#관광호텔', '#조식서비스', '#제로페이']",리뷰 없음,https://place.map.kakao.com/563472269
1045,해맞이펜션,울산 북구 동해안로 849,0,펜션,"['#계곡펜션', '#물놀이', '#바베큐장', '#수영장펜션', '#스파펜션', '#풀빌라']",리뷰 없음,https://place.map.kakao.com/17382137
1046,구수리빌리지,울산 울주군 삼동면 구수길 82-192,1,펜션,"['#가족펜션', '#계곡펜션', '#단체펜션', '#물놀이', '#바베큐장', '#별장형펜션', '#전망좋은', '#전망좋은펜션']",리뷰 없음,https://place.map.kakao.com/15196453
1047,진하비치펜션,울산 울주군 서생면 진하9길 22-14,5,펜션,"['#2인실', '#가족탕', '#물놀이', '#온돌룸', '#온천수', '#조식서비스', '#키즈풀빌라']",./kakao_reviews/울산 숙소/진하비치펜션.csv,https://place.map.kakao.com/1783489535
1048,시사이드펜션,울산 북구 신명길 153,2.3,펜션,['#제로페이'],리뷰 없음,https://place.map.kakao.com/18512511
1049,철이네펜션,울산 동구 일산진7길 5,0,펜션,['#캠핑장'],리뷰 없음,https://place.map.kakao.com/1995581792
1050,다온풀빌라,울산 울주군 상북면 삽재로 39-30,5,펜션,['#물놀이'],리뷰 없음,https://place.map.kakao.com/1280009741
1051,솔내음가득히펜션,울산 북구 성골길 23,5,펜션,태그 없음,./kakao_reviews/울산 숙소/솔내음가득히펜션.csv,https://place.map.kakao.com/11970966
1052,펜트하우스,울산 북구 동해안로 853,4.4,펜션,"['#물놀이', '#야외테라스', '#오션뷰']",./kakao_reviews/울산 숙소/펜트하우스.csv,https://place.map.kakao.com/27259859
1053,빨간펜션,울산 울주군 서생면 대송길 7-52,3,펜션,"['#글램핑', '#물놀이', '#산책로', '#오션뷰', '#오토캠핑', '#우중캠핑', '#캠핑장']",리뷰 없음,https://place.map.kakao.com/26873213
1054,휴펜션,울산 울주군 상북면 배내로 1066,0,펜션,"['#노천탕', '#바베큐장', '#산책로', '#오션뷰', '#커플펜션', '#제로페이']",./kakao_reviews/울산 숙소/휴펜션.csv,https://place.map.kakao.com/17637685
1055,고늘스테이,울산 동구 일산진6길 69,5,펜션,태그 없음,리뷰 없음,https://place.map.kakao.com/1835329579
1056,인어펜션,울산 북구 우가1길 12,0,펜션,"['#조식서비스', '#호캉스', '#제로페이']",./kakao_reviews/울산 숙소/인어펜션.csv,https://place.map.kakao.com/902037255
1057,나디아펜션,울산 울주군 온산읍 강양길 160,5,펜션,태그 없음,./kakao_reviews/울산 숙소/나디아펜션.csv,https://place.map.kakao.com/1278449123
1058,당사의아침펜션,울산 북구 용바위1길 78,0,펜션,"['#가족펜션', '#물놀이', '#바베큐장', '#수영장펜션', '#스파펜션', '#실외수영장', '#어메니티제공', '#오션뷰', '#패밀리룸', '#풀빌라']",./kakao_reviews/울산 숙소/당사의아침펜션.csv,https://place.map.kakao.com/1083570276
1059,배내골베네치아,울산 울주군 상북면 배내로 950,4.2,펜션,"['#계곡펜션', '#고기잡이체험', '#단체룸', '#단체펜션', '#물놀이', '#워크샵', '#유아전용풀장', '#족구장', '#제로페이']",./kakao_reviews/울산 숙소/배내골베네치아.csv,https://place.map.kakao.com/27296482
1060,힐링빌리지,울산 울주군 서생면 마근1길 22-49,3,펜션,"['#글램핑', '#단체펜션', '#물놀이', '#산책로', '#오토캠핑', '#카라반', '#캠핑장']",./kakao_reviews/울산 숙소/힐링빌리지.csv,https://place.map.kakao.com/23772983
1061,영남알프스,울산 울주군 상북면 배내로 1032,4,펜션,"['#MT펜션', '#가족펜션', '#단체펜션', '#물놀이', '#수영장펜션', '#실외수영장', '#야외테라스', '#야유회펜션', '#워크샵', '#족구장', '#제로페이']",./kakao_reviews/울산 숙소/영남알프스.csv,https://place.map.kakao.com/21229773
1062,샌디아온천,울산 울주군 상북면 알프스온천2길 58,4.7,펜션,"['#2인실', '#가족탕', '#당구대', '#대형룸', '#물놀이', '#온천호텔', '#커플룸', '#패밀리룸']",./kakao_reviews/울산 숙소/샌디아온천.csv,https://place.map.kakao.com/10499779
1063,비클래시 울산간절곶점,울산 울주군 서생면 평동2길 6-2,5,펜션,"['#가족펜션', '#물놀이', '#어메니티제공', '#오션뷰', '#조식서비스', '#키즈펜션', '#키즈풀빌라']",./kakao_reviews/울산 숙소/비클래시 울산간절곶점.csv,https://place.map.kakao.com/2105038177
1064,계곡맑은하늘펜션,울산 울주군 온양읍 절터곡길 150,5,펜션,태그 없음,리뷰 없음,https://place.map.kakao.com/930786787
1065,굿모닝펜션,울산 울주군 서생면 진하9길 22-5,1,펜션,태그 없음,./kakao_reviews/울산 숙소/굿모닝펜션.csv,https://place.map.kakao.com/10226261
1066,꿈꾸는바다펜션,울산 북구 판지1길 76,4.8,펜션,"['#조식서비스', '#호캉스']",./kakao_reviews/울산 숙소/꿈꾸는바다펜션.csv,https://place.map.kakao.com/19322573
1067,선펜션,울산 울주군 서생면 신리길 102,0,펜션,태그 없음,./kakao_reviews/울산 숙소/선펜션.csv,https://place.map.kakao.com/628092231
1068,까사까미노펜션,울산 북구 동해안로 814,4.5,펜션,"['#가족펜션', '#독채펜션', '#바베큐장', '#복층펜션', '#실외수영장', '#야외테라스', '#오션뷰', '#커플여행']",리뷰 없음,https://place.map.kakao.com/27141194
1069,배내골걸리버펜션,울산 울주군 상북면 배내로 1013-27,3,펜션,"['#솔로캠핑', '#야영장', '#오토캠핑']",./kakao_reviews/울산 숙소/배내골걸리버펜션.csv,https://place.map.kakao.com/24145047
1070,파라다이스펜션,울산 울주군 상북면 배내로 1187,4.1,펜션,"['#가족캠핑', '#감성캠핑', '#무료야영장', '#산책로', '#솔로캠핑', '#야영장', '#오토캠핑', '#우중캠핑', '#캠핑장', '#힐링']",./kakao_reviews/울산 숙소/파라다이스펜션.csv,https://place.map.kakao.com/1044528073
1071,대운산계곡펜션,울산 울주군 온양읍 절터곡길 140 내광리,5,펜션,"['#가족캠핑', '#감성캠핑', '#야영장', '#오션뷰', '#오토캠핑', '#우중캠핑', '#캠핑장']",./kakao_reviews/울산 숙소/대운산계곡펜션.csv,https://place.map.kakao.com/27232805
1072,헤이메르펜션,울산 울주군 서생면 잿골길 72,5,펜션,"['#계곡캠핑', '#단체룸', '#물놀이', '#오토캠핑', '#캠핑장']",./kakao_reviews/울산 숙소/헤이메르펜션.csv,https://place.map.kakao.com/1451190765
1073,미므미므,울산 울주군 서생면 진하해변길 66,5,펜션,"['#당구대', '#무인모텔', '#어메니티제공', '#조식서비스', '#패밀리룸', '#픽업서비스', '#호캉스']",./kakao_reviews/울산 숙소/미므미므.csv,https://place.map.kakao.com/1723482842
1074,간절곶더펜션,울산 울주군 서생면 대송길 7-74,5,펜션,"['#가족펜션', '#오션뷰', '#커플펜션']",./kakao_reviews/울산 숙소/간절곶더펜션.csv,https://place.map.kakao.com/1306633421
1075,비비다아리,울산 울주군 서생면 해맞이로 1231,0,펜션,태그 없음,리뷰 없음,https://place.map.kakao.com/1834434794
1076,햇살좋은펜션,울산 북구 동해안로 798,3.5,펜션,"['#조식서비스', '#제로페이']",./kakao_reviews/울산 숙소/햇살좋은펜션.csv,https://place.map.kakao.com/18904005
1077,메르시펜션,울산 울주군 상북면 삽재로 39,4.6,펜션,"['#조식서비스', '#호캉스']",./kakao_reviews/울산 숙소/메르시펜션.csv,https://place.map.kakao.com/1999182709
1078,비클래시 울산간절곶점,울산 울주군 서생면 평동2길 6-2,5,펜션,"['#21년신축펜션', '#계곡접평상', '#잔디마당탁구대', '#커플실복층', '#픽업서비스', '#MT펜션', '#가족펜션', '#계곡접', '#계곡펜션', '#노래방', '#단체펜션', '#독채펜션', '#물놀이', '#바베큐장', '#복층펜션', '#온돌룸', '#잔디마당', '#족구장', '#패밀리룸', '#제로페이']",./kakao_reviews/울산 숙소/비클래시 울산간절곶점.csv,https://place.map.kakao.com/2105038177
1079,영남알프스,울산 울주군 상북면 배내로 1032,4,펜션,"['#연회장', '#오션뷰']",./kakao_reviews/울산 숙소/영남알프스.csv,https://place.map.kakao.com/21229773
1080,머물곶,울산 울주군 서생면 해맞이로 1236-22,0,펜션,"['#물놀이', '#바베큐장', '#키즈펜션', '#키즈풀빌라']",리뷰 없음,https://place.map.kakao.com/2113111656
1081,바다연가펜션,울산 북구 동해안로 825,0,펜션,"['#바베큐장', '#조식서비스']",./kakao_reviews/울산 숙소/바다연가펜션.csv,https://place.map.kakao.com/2050267108
1082,우가포황토펜션,울산 북구 우가1길 48,0,펜션,"['#조식서비스', '#호캉스']",./kakao_reviews/울산 숙소/우가포황토펜션.csv,https://place.map.kakao.com/19016593
1083,라온펜션,울산 울주군 상북면 삽재2길 22-1,0,펜션,태그 없음,./kakao_reviews/울산 숙소/라온펜션.csv,https://place.map.kakao.com/654752195
1084,더케이콘도리조트,울산 울주군 서생면 진하6길 14,5,펜션,태그 없음,./kakao_reviews/울산 숙소/더케이콘도리조트.csv,https://place.map.kakao.com/1851638341
